batter_name,batter_id,AVG_FF,AVG_FS,AVG_CU,AVG_FC,AVG_SI,AVG_SL,OBP_FF,OBP_FS,OBP_CU,OBP_FC,OBP_SI,OBP_SL,SLG_FF,SLG_FS,SLG_CU,SLG_FC,SLG_SI,SLG_SL
Martin Maldonado,455117,0.2,0.25,0.09090909090909091,0.2727272727272727,0.22857142857142856,0.1724137931034483,0.23809523809523808,0.25,0.09090909090909091,0.4666666666666667,0.25,0.2,0.3333333333333333,0.5,0.18181818181818182,0.5454545454545454,0.2857142857142857,0.27586206896551724
Andrew McCutchen,457705,0.18471337579617833,0.3076923076923077,0.23684210526315788,0.38461538461538464,0.24770642201834864,0.23076923076923078,0.26704545454545453,0.35714285714285715,0.2564102564102564,0.5,0.344,0.3548387096774194,0.3503184713375796,0.6923076923076923,0.3157894736842105,0.46153846153846156,0.3119266055045872,0.3717948717948718
Tommy Pham,502054,0.23931623931623933,0.2727272727272727,0.14285714285714285,0.2727272727272727,0.2708333333333333,0.23333333333333334,0.3877551020408163,0.3333333333333333,0.13793103448275862,0.3055555555555556,0.34579439252336447,0.32857142857142857,0.41025641025641024,0.7272727272727273,0.14285714285714285,0.48484848484848486,0.3541666666666667,0.4166666666666667
Paul Goldschmidt,502671,0.3087248322147651,0.25,0.2857142857142857,0.28,0.25252525252525254,0.26666666666666666,0.3719512195121951,0.3142857142857143,0.34782608695652173,0.35714285714285715,0.29245283018867924,0.3037974683544304,0.4899328859060403,0.3125,0.5238095238095238,0.36,0.4444444444444444,0.4266666666666667
Travis D'Arnaud,518595,0.1917808219178082,0.0,0.0,0.058823529411764705,0.25,0.2571428571428571,0.25925925925925924,0.0,0.18181818181818182,0.15789473684210525,0.2894736842105263,0.3333333333333333,0.3287671232876712,0.0,0.0,0.058823529411764705,0.3611111111111111,0.4857142857142857
DJ LeMahieu,518934,0.3611111111111111,0.5,0.14285714285714285,0.2727272727272727,0.09523809523809523,0.3,0.43902439024390244,0.5,0.14285714285714285,0.2727272727272727,0.2692307692307692,0.36363636363636365,0.4444444444444444,0.5,0.14285714285714285,0.2727272727272727,0.09523809523809523,0.4666666666666667
Wilmer Flores,527038,0.2662337662337662,0.0,0.19047619047619047,0.125,0.3225806451612903,0.18666666666666668,0.3313953488372093,0.07692307692307693,0.2608695652173913,0.3125,0.373134328358209,0.19736842105263158,0.45454545454545453,0.0,0.23809523809523808,0.25,0.45161290322580644,0.3333333333333333
Marcell Ozuna,542303,0.24793388429752067,0.14285714285714285,0.13793103448275862,0.2608695652173913,0.3425925925925926,0.18518518518518517,0.37748344370860926,0.14285714285714285,0.375,0.41379310344827586,0.45038167938931295,0.29896907216494845,0.39669421487603307,0.23809523809523808,0.4827586206896552,0.8260869565217391,0.48148148148148145,0.37037037037037035
Jon Berti,542932,0.25,0.0,0.2,0.2,0.14285714285714285,0.125,0.325,0.2,0.2,0.3333333333333333,0.18181818181818182,0.125,0.25,0.0,0.4,0.2,0.14285714285714285,0.125
Marcus Semien,543760,0.2289156626506024,0.0,0.23529411764705882,0.2558139534883721,0.2903225806451613,0.18823529411764706,0.3064516129032258,0.08333333333333333,0.3157894736842105,0.34615384615384615,0.39090909090909093,0.2653061224489796,0.41566265060240964,0.0,0.23529411764705882,0.3488372093023256,0.40860215053763443,0.32941176470588235
Christian Vazquez,543877,0.17105263157894737,0.2857142857142857,0.2,0.3333333333333333,0.22857142857142856,0.25,0.2727272727272727,0.2857142857142857,0.2,0.38461538461538464,0.3488372093023256,0.3,0.2236842105263158,0.42857142857142855,0.5,0.4166666666666667,0.34285714285714286,0.35714285714285715
Mike Trout,545361,0.23316062176165803,0.15384615384615385,0.23076923076923078,0.2857142857142857,0.275,0.21311475409836064,0.3877551020408163,0.3125,0.23076923076923078,0.36585365853658536,0.35555555555555557,0.2898550724637681,0.5077720207253886,0.15384615384615385,0.6923076923076923,0.4857142857142857,0.4625,0.26229508196721313
Bryce Harper,547180,0.25196850393700787,0.16666666666666666,0.265625,0.35714285714285715,0.2716049382716049,0.22580645161290322,0.38311688311688313,0.2857142857142857,0.30434782608695654,0.4375,0.3854166666666667,0.29411764705882354,0.5748031496062992,0.3333333333333333,0.34375,0.7857142857142857,0.35802469135802467,0.46236559139784944
Elias Diaz,553869,0.17647058823529413,0.4,0.1,0.1,0.2692307692307692,0.23214285714285715,0.32038834951456313,0.4,0.1,0.18181818181818182,0.2962962962962963,0.23214285714285715,0.3058823529411765,1.0,0.1,0.4,0.3269230769230769,0.35714285714285715
Eugenio Suarez,553993,0.22950819672131148,0.2222222222222222,0.10810810810810811,0.29545454545454547,0.27835051546391754,0.2184873949579832,0.319047619047619,0.3333333333333333,0.15,0.3404255319148936,0.36607142857142855,0.26717557251908397,0.5300546448087432,0.6666666666666666,0.16216216216216217,0.6818181818181818,0.4329896907216495,0.6386554621848739
Michael Taylor,572191,0.19047619047619047,0.3333333333333333,0.21052631578947367,0.25,0.21568627450980393,0.26666666666666666,0.23214285714285715,0.3333333333333333,0.2727272727272727,0.3181818181818182,0.3103448275862069,0.34,0.3523809523809524,0.7777777777777778,0.2631578947368421,0.3,0.35294117647058826,0.4666666666666667
Mike Yastrzemski,573262,0.1989795918367347,0.2692307692307692,0.22580645161290322,0.2571428571428571,0.23076923076923078,0.20689655172413793,0.3116883116883117,0.3448275862068966,0.2571428571428571,0.43478260869565216,0.375,0.265625,0.37755102040816324,0.46153846153846156,0.25806451612903225,0.3142857142857143,0.4230769230769231,0.3103448275862069
Willson Contreras,575929,0.2571428571428571,0.07692307692307693,0.2222222222222222,0.28,0.30303030303030304,0.2857142857142857,0.4044943820224719,0.23529411764705882,0.28205128205128205,0.41935483870967744,0.38392857142857145,0.330188679245283,0.5071428571428571,0.07692307692307693,0.5277777777777778,0.52,0.40404040404040403,0.3979591836734694
Jose Iglesias,578428,0.21904761904761905,0.0,0.13636363636363635,0.1111111111111111,0.22950819672131148,0.24074074074074073,0.2743362831858407,0.0,0.20833333333333334,0.25,0.3188405797101449,0.3114754098360656,0.34285714285714286,0.0,0.13636363636363635,0.1111111111111111,0.2459016393442623,0.3148148148148148
Nick Castellanos,592206,0.23178807947019867,0.38461538461538464,0.15555555555555556,0.25806451612903225,0.3218390804597701,0.20512820512820512,0.2822085889570552,0.4666666666666667,0.2549019607843137,0.2857142857142857,0.3655913978494624,0.25196850393700787,0.3576158940397351,0.46153846153846156,0.28888888888888886,0.3225806451612903,0.4942528735632184,0.3162393162393162
Aaron Judge,592450,0.33557046979865773,0.06666666666666667,0.18518518518518517,0.4375,0.47115384615384615,0.25471698113207547,0.41954022988505746,0.125,0.3333333333333333,0.5384615384615384,0.5378151260504201,0.34146341463414637,0.8389261744966443,0.16666666666666666,0.3333333333333333,1.0625,0.7403846153846154,0.4056603773584906
Manny Machado,592518,0.22699386503067484,0.0625,0.34375,0.25,0.3643410852713178,0.26495726495726496,0.33678756476683935,0.11764705882352941,0.38235294117647056,0.2894736842105263,0.4057971014492754,0.31496062992125984,0.4723926380368098,0.25,0.71875,0.3333333333333333,0.4883720930232558,0.41025641025641024
Joc Pederson,592626,0.15841584158415842,0.2727272727272727,0.11538461538461539,0.20833333333333334,0.25,0.14285714285714285,0.2796610169491525,0.3333333333333333,0.20689655172413793,0.2692307692307692,0.37777777777777777,0.2682926829268293,0.39603960396039606,0.2727272727272727,0.15384615384615385,0.3333333333333333,0.5555555555555556,0.17142857142857143
J.T. Realmuto,592663,0.2740740740740741,0.1875,0.1724137931034483,0.23255813953488372,0.27184466019417475,0.26595744680851063,0.36129032258064514,0.23529411764705882,0.22580645161290322,0.2978723404255319,0.3333333333333333,0.34285714285714286,0.37777777777777777,0.25,0.20689655172413793,0.3953488372093023,0.39805825242718446,0.3723404255319149
Christian Yelich,592885,0.29878048780487804,0.2608695652173913,0.1702127659574468,0.25862068965517243,0.2413793103448276,0.2631578947368421,0.39473684210526316,0.2916666666666667,0.1875,0.37681159420289856,0.34,0.3,0.4878048780487805,0.4782608695652174,0.425531914893617,0.43103448275862066,0.3793103448275862,0.4
Xander Bogaerts,593428,0.24848484848484848,0.2727272727272727,0.38461538461538464,0.34615384615384615,0.248,0.31746031746031744,0.324468085106383,0.3333333333333333,0.43333333333333335,0.37037037037037035,0.29411764705882354,0.3972602739726027,0.3393939393939394,0.5454545454545454,0.6153846153846154,0.5769230769230769,0.296,0.5396825396825397
Max Kepler,596146,0.2446043165467626,0.15384615384615385,0.21428571428571427,0.26666666666666666,0.23076923076923078,0.21794871794871795,0.3727810650887574,0.21428571428571427,0.23255813953488372,0.25806451612903225,0.2714285714285714,0.3111111111111111,0.5035971223021583,0.15384615384615385,0.38095238095238093,0.6,0.36923076923076925,0.46153846153846156
Orlando Arcia,606115,0.125,0.0,0.25,0.2,0.22,0.17647058823529413,0.2222222222222222,0.0,0.25,0.16666666666666666,0.2641509433962264,0.17647058823529413,0.21428571428571427,0.0,0.25,0.2,0.38,0.17647058823529413
Ketel Marte,606466,0.2926829268292683,0.24242424242424243,0.32432432432432434,0.40540540540540543,0.2708333333333333,0.20833333333333334,0.387434554973822,0.2647058823529412,0.4318181818181818,0.4888888888888889,0.3898305084745763,0.3132530120481928,0.49390243902439024,0.48484848484848486,0.5405405405405406,0.8648648648648649,0.3333333333333333,0.4166666666666667
Trea Turner,607208,0.325,0.2727272727272727,0.14285714285714285,0.3939393939393939,0.344,0.2708333333333333,0.3854748603351955,0.2727272727272727,0.19230769230769232,0.43243243243243246,0.4142857142857143,0.330188679245283,0.48125,0.45454545454545453,0.20408163265306123,0.48484848484848486,0.48,0.5625
Jose Ramirez,608070,0.3103448275862069,0.358974358974359,0.3,0.2727272727272727,0.27848101265822783,0.22784810126582278,0.3626943005181347,0.3902439024390244,0.35555555555555557,0.3387096774193548,0.3448275862068966,0.2823529411764706,0.5862068965517241,0.48717948717948717,0.45,0.45454545454545453,0.5822784810126582,0.43037974683544306
Corey Seager,608369,0.27,0.21428571428571427,0.125,0.2727272727272727,0.32142857142857145,0.2987012987012987,0.416,0.2413793103448276,0.21428571428571427,0.3684210526315789,0.43283582089552236,0.31645569620253167,0.52,0.32142857142857145,0.3333333333333333,0.42424242424242425,0.375,0.7142857142857143
Miguel Andujar,609280,0.3125,0.2857142857142857,0.25,0.28,0.32894736842105265,0.31746031746031744,0.38461538461538464,0.2857142857142857,0.2857142857142857,0.2962962962962963,0.37037037037037035,0.328125,0.475,0.42857142857142855,0.3,0.4,0.4473684210526316,0.5238095238095238
Dansby Swanson,621020,0.23756906077348067,0.16666666666666666,0.16279069767441862,0.43902439024390244,0.2803738317757009,0.23809523809523808,0.28061224489795916,0.23076923076923078,0.2,0.4772727272727273,0.35294117647058826,0.2982456140350877,0.4088397790055249,0.4166666666666667,0.20930232558139536,0.6829268292682927,0.4766355140186916,0.3904761904761905
Carlos Correa,621043,0.3006535947712418,0.3125,0.23076923076923078,0.22727272727272727,0.2635135135135135,0.24444444444444444,0.37572254335260113,0.3125,0.2857142857142857,0.30612244897959184,0.32098765432098764,0.28421052631578947,0.47058823529411764,0.3125,0.2692307692307692,0.22727272727272727,0.3918918918918919,0.36666666666666664
Byron Buxton,621439,0.27439024390243905,0.29411764705882354,0.15384615384615385,0.23214285714285715,0.31521739130434784,0.25396825396825395,0.3314917127071823,0.4,0.25,0.2542372881355932,0.3942307692307692,0.3188405797101449,0.5670731707317073,0.5882352941176471,0.5384615384615384,0.5892857142857143,0.5434782608695652,0.5873015873015873
Taylor Ward,621493,0.25146198830409355,0.21739130434782608,0.25925925925925924,0.21818181818181817,0.24752475247524752,0.19626168224299065,0.3613861386138614,0.28,0.3103448275862069,0.26666666666666666,0.3790322580645161,0.275,0.5555555555555556,0.391304347826087,0.6666666666666666,0.2545454545454545,0.48514851485148514,0.48598130841121495
Matt Olson,621566,0.26344086021505375,0.2777777777777778,0.20967741935483872,0.36,0.3333333333333333,0.21978021978021978,0.3893805309734513,0.4090909090909091,0.29577464788732394,0.39622641509433965,0.432,0.26804123711340205,0.4946236559139785,0.4444444444444444,0.4838709677419355,0.58,0.5333333333333333,0.38461538461538464
Adam Frazier,624428,0.2764227642276423,0.13636363636363635,0.25,0.26666666666666666,0.2982456140350877,0.2328767123287671,0.35664335664335667,0.13636363636363635,0.27586206896551724,0.2765957446808511,0.375,0.2692307692307692,0.37398373983739835,0.13636363636363635,0.2857142857142857,0.4666666666666667,0.45614035087719296,0.2876712328767123
Jake Cronenworth,630105,0.2848101265822785,0.2727272727272727,0.23684210526315788,0.2916666666666667,0.24675324675324675,0.15873015873015872,0.4549763033175355,0.32,0.23684210526315788,0.41379310344827586,0.3894736842105263,0.2361111111111111,0.4240506329113924,0.3181818181818182,0.3157894736842105,0.3333333333333333,0.3116883116883117,0.3333333333333333
Jonah Heim,641680,0.21212121212121213,0.2631578947368421,0.26666666666666666,0.3333333333333333,0.225,0.13793103448275862,0.2722222222222222,0.36363636363636365,0.26666666666666666,0.42857142857142855,0.3469387755102041,0.19047619047619047,0.2787878787878788,0.47368421052631576,0.26666666666666666,0.3333333333333333,0.425,0.27586206896551724
Ryan McMahon,641857,0.25862068965517243,0.14285714285714285,0.16363636363636364,0.28888888888888886,0.2112676056338028,0.1506849315068493,0.3761904761904762,0.1724137931034483,0.23333333333333334,0.43859649122807015,0.3,0.25,0.46551724137931033,0.2857142857142857,0.32727272727272727,0.3333333333333333,0.29577464788732394,0.3424657534246575
Dominic Smith,642086,0.32,0.4,0.3103448275862069,0.3333333333333333,0.2727272727272727,0.26666666666666666,0.35,0.36363636363636365,0.3548387096774194,0.3125,0.3684210526315789,0.28125,0.4666666666666667,0.5,0.3793103448275862,0.4666666666666667,0.36363636363636365,0.43333333333333335
Eli White,642201,0.36363636363636365,0.125,0.21052631578947367,0.17647058823529413,0.25806451612903225,0.21052631578947367,0.4084507042253521,0.125,0.21052631578947367,0.2222222222222222,0.2923076923076923,0.22413793103448276,0.6515151515151515,0.125,0.2631578947368421,0.35294117647058826,0.3709677419354839,0.3684210526315789
Willy Adames,642715,0.25806451612903225,0.25,0.07692307692307693,0.22580645161290322,0.26,0.2,0.32793522267206476,0.29411764705882354,0.22580645161290322,0.3055555555555556,0.4,0.27927927927927926,0.5576036866359447,0.3125,0.19230769230769232,0.25806451612903225,0.43,0.39
Thairo Estrada,642731,0.3404255319148936,0.3333333333333333,0.14285714285714285,0.2222222222222222,0.2553191489361702,0.20588235294117646,0.37037037037037035,0.3333333333333333,0.25,0.2222222222222222,0.3,0.24324324324324326,0.5106382978723404,0.3333333333333333,0.14285714285714285,0.5555555555555556,0.3829787234042553,0.23529411764705882
Andrew Benintendi,643217,0.21641791044776118,0.15,0.2,0.3793103448275862,0.27692307692307694,0.1724137931034483,0.28859060402684567,0.21739130434782608,0.19047619047619047,0.45714285714285713,0.3717948717948718,0.22580645161290322,0.44776119402985076,0.15,0.4,0.6206896551724138,0.5076923076923077,0.3103448275862069
Isiah Kiner-Falefa,643396,0.3300970873786408,0.3,0.14285714285714285,0.2413793103448276,0.25925925925925924,0.2604166666666667,0.38596491228070173,0.3,0.25,0.26666666666666666,0.3162393162393162,0.2604166666666667,0.46601941747572817,0.3,0.14285714285714285,0.27586206896551724,0.28703703703703703,0.3229166666666667
Mike Tauchman,643565,0.2743362831858407,0.35294117647058826,0.19230769230769232,0.23076923076923078,0.26785714285714285,0.2641509433962264,0.40145985401459855,0.3888888888888889,0.25,0.3333333333333333,0.38235294117647056,0.3275862068965517,0.37168141592920356,0.47058823529411764,0.3076923076923077,0.38461538461538464,0.42857142857142855,0.5660377358490566
Ozzie Albies,645277,0.24022346368715083,0.23529411764705882,0.11764705882352941,0.358974358974359,0.25555555555555554,0.2830188679245283,0.31683168316831684,0.2571428571428571,0.16666666666666666,0.46808510638297873,0.3523809523809524,0.3333333333333333,0.44692737430167595,0.3235294117647059,0.20588235294117646,0.48717948717948717,0.35555555555555557,0.49056603773584906
Rafael Devers,646240,0.25229357798165136,0.3333333333333333,0.47368421052631576,0.275,0.21,0.25,0.3716475095785441,0.3888888888888889,0.5454545454545454,0.40816326530612246,0.34959349593495936,0.35802469135802467,0.5045871559633027,0.696969696969697,0.868421052631579,0.625,0.36,0.5147058823529411
Josh Naylor,647304,0.325,0.20833333333333334,0.3157894736842105,0.32558139534883723,0.34408602150537637,0.23157894736842105,0.4010989010989011,0.2692307692307692,0.37209302325581395,0.3409090909090909,0.40384615384615385,0.28846153846153844,0.50625,0.375,0.5526315789473685,0.5116279069767442,0.4731182795698925,0.3894736842105263
Luis Urias,649966,0.2857142857142857,0.16666666666666666,0.4,0.24,0.2,0.2708333333333333,0.35,0.16666666666666666,0.4,0.32142857142857145,0.3157894736842105,0.38596491228070173,0.42857142857142855,0.3333333333333333,0.5,0.36,0.25,0.4166666666666667
Luis Arraez,650333,0.3055555555555556,0.17647058823529413,0.47058823529411764,0.2978723404255319,0.1746031746031746,0.2727272727272727,0.34558823529411764,0.2631578947368421,0.4807692307692308,0.34,0.21052631578947367,0.3010752688172043,0.44841269841269843,0.29411764705882354,0.5294117647058824,0.48936170212765956,0.1984126984126984,0.3977272727272727
Gleyber Torres,650402,0.27058823529411763,0.3125,0.08333333333333333,0.37735849056603776,0.27927927927927926,0.1836734693877551,0.410958904109589,0.3125,0.23333333333333334,0.49230769230769234,0.375,0.23809523809523808,0.4411764705882353,0.375,0.125,0.5094339622641509,0.5225225225225225,0.2653061224489796
Willi Castro,650489,0.1780821917808219,0.23076923076923078,0.2619047619047619,0.5,0.1875,0.21666666666666667,0.329608938547486,0.25925925925925924,0.3111111111111111,0.5862068965517241,0.2777777777777778,0.25396825396825395,0.3424657534246575,0.34615384615384615,0.3333333333333333,0.75,0.3958333333333333,0.2833333333333333
Yandy Diaz,650490,0.34710743801652894,0.3333333333333333,0.2777777777777778,0.18333333333333332,0.30303030303030304,0.3,0.4375,0.3684210526315789,0.3333333333333333,0.27941176470588236,0.37748344370860926,0.36363636363636365,0.6776859504132231,0.5,0.3055555555555556,0.21666666666666667,0.45454545454545453,0.4875
Luis Rengifo,650859,0.25,0.2608695652173913,0.20930232558139536,0.24074074074074073,0.3695652173913043,0.17647058823529413,0.32044198895027626,0.2916666666666667,0.24444444444444444,0.29310344827586204,0.40816326530612246,0.2391304347826087,0.38125,0.34782608695652173,0.2558139534883721,0.25925925925925924,0.41304347826086957,0.27058823529411763
Andruw Monasterio,655316,0.23255813953488372,0.0,0.4166666666666667,0.06666666666666667,0.25,0.28,0.3125,0.0,0.46153846153846156,0.125,0.34782608695652173,0.3076923076923077,0.3488372093023256,0.0,0.75,0.06666666666666667,0.25,0.6
Matt Chapman,656305,0.2446043165467626,0.2,0.16666666666666666,0.14814814814814814,0.27472527472527475,0.24691358024691357,0.3850574712643678,0.3333333333333333,0.2857142857142857,0.25806451612903225,0.37962962962962965,0.32608695652173914,0.48201438848920863,0.4,0.3888888888888889,0.25925925925925924,0.37362637362637363,0.5432098765432098
Sam Hilliard,656541,0.038461538461538464,0.3333333333333333,0.0,0.2,0.09090909090909091,0.26666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.2857142857142857,0.3888888888888889,0.15384615384615385,0.3333333333333333,0.0,0.4,0.36363636363636365,0.3333333333333333
Alex Jackson,656577,0.24242424242424243,0.0,0.5,0.14285714285714285,0.2222222222222222,0.08333333333333333,0.358974358974359,0.3333333333333333,0.6,0.14285714285714285,0.2631578947368421,0.08333333333333333,0.6666666666666666,0.0,0.75,0.2857142857142857,0.3333333333333333,0.08333333333333333
Zach McKinstry,656716,0.26666666666666666,0.16,0.10344827586206896,0.2222222222222222,0.26582278481012656,0.22727272727272727,0.34759358288770054,0.19230769230769232,0.13333333333333333,0.34375,0.3655913978494624,0.29333333333333333,0.44242424242424244,0.32,0.2413793103448276,0.37037037037037035,0.4050632911392405,0.30303030303030304
Ryan O'Hearn,656811,0.275,0.36,0.23333333333333334,0.22580645161290322,0.36619718309859156,0.2608695652173913,0.35714285714285715,0.4074074074074074,0.35135135135135137,0.2857142857142857,0.4827586206896552,0.35,0.4875,0.6,0.3333333333333333,0.2903225806451613,0.4507042253521127,0.391304347826087
Emmanuel Rivera,656896,0.26666666666666666,0.5,,0.36363636363636365,0.28125,0.2,0.3125,0.5,,0.36363636363636365,0.3235294117647059,0.23076923076923078,0.28888888888888886,0.5,,0.45454545454545453,0.40625,0.24
Kyle Schwarber,656941,0.2751322751322751,0.11538461538461539,0.17543859649122806,0.32558139534883723,0.32653061224489793,0.17307692307692307,0.38288288288288286,0.30303030303030304,0.2878787878787879,0.4528301886792453,0.4462809917355372,0.2892561983471074,0.7301587301587301,0.23076923076923078,0.45614035087719296,0.627906976744186,0.6530612244897959,0.3942307692307692
Pavin Smith,656976,0.34782608695652173,0.26666666666666666,0.20833333333333334,0.2857142857142857,0.3333333333333333,0.1935483870967742,0.44642857142857145,0.26666666666666666,0.3448275862068966,0.3333333333333333,0.42857142857142855,0.2972972972972973,0.5869565217391305,0.4,0.25,0.5238095238095238,0.5416666666666666,0.25806451612903225
Lane Thomas,657041,0.1320754716981132,0.125,0.5,0.3333333333333333,0.2,0.32,0.2698412698412698,0.125,0.6363636363636364,0.4444444444444444,0.25,0.35714285714285715,0.18867924528301888,0.5,1.375,0.5,0.4,0.48
Alex Verdugo,657077,0.25,0.125,0.5,0.13333333333333333,0.3170731707317073,0.12,0.30434782608695654,0.2222222222222222,0.5,0.23529411764705882,0.391304347826087,0.15384615384615385,0.28125,0.125,0.8333333333333334,0.13333333333333333,0.4146341463414634,0.16
